,Year,Timesteps,Region,Technology,Carrier,Value
313,2038,2,reg1,Pump_hydro_ST,Electricity,0.0
314,2038,3,reg1,Pump_hydro_ST,Electricity,2837.0081249999994
315,2038,4,reg1,Pump_hydro_ST,Electricity,2837.0081249999994
316,2038,5,reg1,Pump_hydro_ST,Electricity,2837.0081249999994
317,2038,6,reg1,Pump_hydro_ST,Electricity,2837.0081249999994
318,2038,7,reg1,Pump_hydro_ST,Electricity,2837.0081249999994
319,2038,8,reg1,Pump_hydro_ST,Electricity,2837.0081249999994
320,2038,9,reg1,Pump_hydro_ST,Electricity,2837.0081249999994
321,2038,10,reg1,Pump_hydro_ST,Electricity,2096.589639250727
322,2038,11,reg1,Pump_hydro_ST,Electricity,0.0
323,2038,12,reg1,Pump_hydro_ST,Electricity,0.0
324,2038,13,reg1,Pump_hydro_ST,Electricity,0.0
325,2038,14,reg1,Pump_hydro_ST,Electricity,0.0
326,2038,15,reg1,Pump_hydro_ST,Electricity,0.0
327,2038,16,reg1,Pump_hydro_ST,Electricity,0.0
328,2038,17,reg1,Pump_hydro_ST,Electricity,0.0
329,2038,18,reg1,Pump_hydro_ST,Electricity,0.0
330,2038,19,reg1,Pump_hydro_ST,Electricity,0.0
331,2038,20,reg1,Pump_hydro_ST,Electricity,0.0
332,2038,21,reg1,Pump_hydro_ST,Electricity,0.0
333,2038,22,reg1,Pump_hydro_ST,Electricity,0.0
334,2038,23,reg1,Pump_hydro_ST,Electricity,0.0
335,2038,24,reg1,Pump_hydro_ST,Electricity,0.0
336,2039,1,reg1,Pump_hydro_ST,Electricity,0.0
337,2039,2,reg1,Pump_hydro_ST,Electricity,0.0
338,2039,3,reg1,Pump_hydro_ST,Electricity,3314.3140624999987
339,2039,4,reg1,Pump_hydro_ST,Electricity,3314.3140624999987
340,2039,5,reg1,Pump_hydro_ST,Electricity,3314.3140624999987
341,2039,6,reg1,Pump_hydro_ST,Electricity,3314.3140624999987
342,2039,7,reg1,Pump_hydro_ST,Electricity,3314.3140624999987
343,2039,8,reg1,Pump_hydro_ST,Electricity,3314.3140624999987
344,2039,9,reg1,Pump_hydro_ST,Electricity,3314.3140624999987
345,2039,10,reg1,Pump_hydro_ST,Electricity,2586.401155716144
346,2039,11,reg1,Pump_hydro_ST,Electricity,0.0
347,2039,12,reg1,Pump_hydro_ST,Electricity,0.0
348,2039,13,reg1,Pump_hydro_ST,Electricity,0.0
349,2039,14,reg1,Pump_hydro_ST,Electricity,0.0
350,2039,15,reg1,Pump_hydro_ST,Electricity,0.0
351,2039,16,reg1,Pump_hydro_ST,Electricity,0.0
352,2039,17,reg1,Pump_hydro_ST,Electricity,0.0
353,2039,18,reg1,Pump_hydro_ST,Electricity,0.0
354,2039,19,reg1,Pump_hydro_ST,Electricity,0.0
355,2039,20,reg1,Pump_hydro_ST,Electricity,0.0
356,2039,21,reg1,Pump_hydro_ST,Electricity,0.0
357,2039,22,reg1,Pump_hydro_ST,Electricity,0.0
358,2039,23,reg1,Pump_hydro_ST,Electricity,0.0
359,2039,24,reg1,Pump_hydro_ST,Electricity,0.0
360,2040,1,reg1,Pump_hydro_ST,Electricity,0.0
361,2040,2,reg1,Pump_hydro_ST,Electricity,0.0
